6.0, 5°,11°,10°,11°,5°,1°,1°,12°,8°,8°,9°,12°,10°,10°,10°,15°,11°,11°,10°,8°,7°,00:01:27:30:10:20
8.625, 7°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,12:36:13:30:10:20
8.562, 7°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,12:38:23:30:10:20
8.625, 7°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,12:40:33:30:10:20
8.5, 7°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,12:42:43:30:10:20
8.75, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,12:44:53:30:10:20
8.625, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,12:47:04:30:10:20
8.562, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,12:49:14:30:10:20
8.375, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,12:51:24:30:10:20
8.25, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,12:53:34:30:10:20
8.25, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,12:55:45:30:10:20
8.25, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,12:57:54:30:10:20
8.312, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,13:00:05:30:10:20
8.375, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,13:02:15:30:10:20
8.375, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,13:04:25:30:10:20
8.437, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,13:06:36:30:10:20
8.375, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,13:08:46:30:10:20
8.25, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,13:10:55:30:10:20
8.312, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,13:13:06:30:10:20
8.187, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,13:15:17:30:10:20
8.187, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,13:17:26:30:10:20
8.25, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,13:19:36:30:10:20
8.187, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,13:21:47:30:10:20
8.062, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,13:23:57:30:10:20
8.0, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,13:26:07:30:10:20
7.937, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,13:28:17:30:10:20
7.937, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,13:30:27:30:10:20
8.0, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,13:32:37:30:10:20
8.062, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,13:34:48:30:10:20
7.937, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,13:36:58:30:10:20
7.937, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,13:39:08:30:10:20
7.937, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,13:41:18:30:10:20
8.0, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,13:43:29:30:10:20
8.0, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,13:45:39:30:10:20
7.937, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,13:47:49:30:10:20
7.937, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,13:49:59:30:10:20
7.937, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,13:52:10:30:10:20
8.0, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,13:54:20:30:10:20
8.0, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,13:56:30:30:10:20
8.0, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,13:58:40:30:10:20
8.0, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,14:00:51:30:10:20
7.937, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,14:03:01:30:10:20
7.937, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,14:05:11:30:10:20
7.875, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,14:07:21:30:10:20
7.75, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,14:09:31:30:10:20
7.75, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,14:11:42:30:10:20
7.812, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,14:13:52:30:10:20
7.875, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,14:16:02:30:10:20
7.875, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,14:18:12:30:10:20
7.75, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,14:20:23:30:10:20
7.687, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,14:22:33:30:10:20
7.75, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,14:24:43:30:10:20
7.75, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,14:26:53:30:10:20
7.812, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,14:29:03:30:10:20
7.812, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,14:31:14:30:10:20
7.75, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,14:33:24:30:10:20
7.687, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,14:35:34:30:10:20
7.75, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,14:37:44:30:10:20
7.75, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,14:39:55:30:10:20
7.687, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,14:42:05:30:10:20
7.75, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,14:44:15:30:10:20
7.75, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,14:46:25:30:10:20
7.75, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,14:48:36:30:10:20
7.75, 8°,10°,11°,12°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,14:50:46:30:10:20
7.75, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,14:52:56:30:10:20
7.75, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,14:55:06:30:10:20
7.812, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,14:57:16:30:10:20
7.812, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,14:59:26:30:10:20
7.812, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,15:01:37:30:10:20
7.812, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,15:03:47:30:10:20
7.875, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,15:05:57:30:10:20
7.812, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,15:08:08:30:10:20
7.75, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,15:10:17:30:10:20
7.687, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,15:12:27:30:10:20
7.625, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,15:14:38:30:10:20
7.625, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,15:16:49:30:10:20
7.625, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,15:18:58:30:10:20
7.625, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,15:21:09:30:10:20
7.687, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,15:23:19:30:10:20
7.687, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,15:25:29:30:10:20
7.687, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,15:27:39:30:10:20
7.687, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,15:29:49:30:10:20
7.625, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,15:31:59:30:10:20
7.625, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,15:34:10:30:10:20
7.625, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,15:36:20:30:10:20
7.625, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,15:38:30:30:10:20
7.687, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,15:40:40:30:10:20
7.687, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,15:42:50:30:10:20
7.687, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,15:45:01:30:10:20
7.687, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,15:47:11:30:10:20
7.687, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,15:49:21:30:10:20
7.687, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,15:51:31:30:10:20
7.687, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,15:53:41:30:10:20
7.687, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,15:55:52:30:10:20
7.625, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,15:58:02:30:10:20
7.625, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,16:00:12:30:10:20
7.625, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,16:02:22:30:10:20
7.625, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,16:04:32:30:10:20
7.625, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,16:06:42:30:10:20
7.625, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,16:08:52:30:10:20
7.625, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,16:11:03:30:10:20
7.625, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,16:13:13:30:10:20
7.562, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,16:15:23:30:10:20
7.562, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,16:17:33:30:10:20
7.562, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,16:19:44:30:10:20
7.562, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,16:21:54:30:10:20
7.562, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,16:24:04:30:10:20
7.562, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,16:26:14:30:10:20
7.562, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,16:28:24:30:10:20
7.562, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,16:30:34:30:10:20
7.562, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,16:32:45:30:10:20
7.562, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,16:34:55:30:10:20
7.562, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,16:37:05:30:10:20
7.812, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,16:39:15:30:10:20
8.25, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,16:41:26:30:10:20
8.437, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,16:43:36:30:10:20
9.0, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,16:45:46:30:10:20
9.062, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,16:47:56:30:10:20
8.562, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,16:50:06:30:10:20
8.187, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,16:52:17:30:10:20
7.875, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,16:54:27:30:10:20
7.75, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,16:56:37:30:10:20
7.625, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,16:58:47:30:10:20
7.562, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,17:00:58:30:10:20
7.562, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,17:03:08:30:10:20
7.5, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,17:05:18:30:10:20
7.5, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,17:07:28:30:10:20
7.5, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,17:09:39:30:10:20
7.5, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,17:11:49:30:10:20
7.437, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,17:13:59:30:10:20
7.437, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,17:16:09:30:10:20
7.437, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,17:18:19:30:10:20
7.437, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,17:20:30:30:10:20
7.437, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,17:22:40:30:10:20
7.437, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,17:24:50:30:10:20
7.437, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,17:27:00:30:10:20
7.437, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,17:29:11:30:10:20
7.5, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,17:31:21:30:10:20
7.437, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,17:33:31:30:10:20
7.5, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,17:35:41:30:10:20
7.437, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,17:37:52:30:10:20
7.437, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,17:40:02:30:10:20
7.5, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,17:42:11:30:10:20
7.5, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,17:44:21:30:10:20
7.437, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,17:46:31:30:10:20
7.5, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,17:48:42:30:10:20
7.437, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,17:50:52:30:10:20
7.5, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,17:53:03:30:10:20
7.5, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,17:55:13:30:10:20
7.5, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,17:57:23:30:10:20
7.5, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,17:59:33:30:10:20
7.5, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,18:01:43:30:10:20
7.5, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,18:03:53:30:10:20
7.5, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,18:06:04:30:10:20
7.5, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,18:08:14:30:10:20
7.5, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,18:10:24:30:10:20
7.5, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,18:12:34:30:10:20
7.5, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,18:14:44:30:10:20
7.5, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,18:16:55:30:10:20
7.5, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,18:19:05:30:10:20
7.5, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,18:21:15:30:10:20
7.5, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,18:23:25:30:10:20
7.5, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,18:25:36:30:10:20
7.562, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,18:27:46:30:10:20
7.562, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,18:29:56:30:10:20
7.562, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,18:32:06:30:10:20
7.562, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,18:34:17:30:10:20
7.562, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,18:36:27:30:10:20
7.562, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,18:38:37:30:10:20
7.562, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,18:40:47:30:10:20
7.562, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,18:42:57:30:10:20
7.562, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,18:45:08:30:10:20
7.562, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,18:47:18:30:10:20
7.562, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,18:49:28:30:10:20
7.625, 8°,10°,11°,11°,5°,1°,1°,11°,9°,8°,9°,13°,10°,9°,9°,16°,12°,10°,11°,9°,7°,18:51:38:30:10:20
